Time Window,Date,Underlying,TEF.MC,REP.MC,BBVA.MC
250,2005-06-27,TEF.MC,1.0,0.4054634470064692,0.7068189996834024
250,2005-06-27,REP.MC,0.4054634470064692,1.0,0.399771190911604
250,2005-06-27,BBVA.MC,0.7068189996834024,0.399771190911604,1.0
250,2005-06-28,TEF.MC,1.0,0.4042503496866301,0.7022775776141408
250,2005-06-28,REP.MC,0.4042503496866301,1.0,0.40120342565482875
250,2005-06-28,BBVA.MC,0.7022775776141408,0.40120342565482875,1.0
250,2005-06-29,TEF.MC,1.0,0.3975305335583321,0.7039454492579367
250,2005-06-29,REP.MC,0.3975305335583321,1.0,0.3920253121450428
250,2005-06-29,BBVA.MC,0.7039454492579367,0.3920253121450428,1.0
250,2005-06-30,TEF.MC,1.0,0.3977572788547766,0.7020800587472985
250,2005-06-30,REP.MC,0.3977572788547766,1.0,0.39179583639340787
250,2005-06-30,BBVA.MC,0.7020800587472985,0.39179583639340787,1.0
250,2005-07-01,TEF.MC,1.0,0.39650297205833057,0.7020649518777633
250,2005-07-01,REP.MC,0.39650297205833057,1.0,0.3956663179992397
250,2005-07-01,BBVA.MC,0.7020649518777633,0.3956663179992397,1.0
250,2005-07-04,TEF.MC,1.0,0.39441614432974176,0.7016460211711442
250,2005-07-04,REP.MC,0.39441614432974176,1.0,0.3943515551133772
250,2005-07-04,BBVA.MC,0.7016460211711442,0.3943515551133772,1.0
250,2005-07-05,TEF.MC,1.0,0.38575063057462056,0.7028042282860958
250,2005-07-05,REP.MC,0.38575063057462056,1.0,0.3860098518156259
250,2005-07-05,BBVA.MC,0.7028042282860958,0.3860098518156259,1.0
250,2005-07-06,TEF.MC,1.0,0.38512592829075143,0.7045371661838838
250,2005-07-06,REP.MC,0.38512592829075143,1.0,0.38434029141736165
250,2005-07-06,BBVA.MC,0.7045371661838838,0.38434029141736165,1.0
250,2005-07-07,TEF.MC,1.0,0.3884654529382065,0.706965585497801
250,2005-07-07,REP.MC,0.3884654529382065,1.0,0.38832786476720327
250,2005-07-07,BBVA.MC,0.706965585497801,0.38832786476720327,1.0
250,2005-07-08,TEF.MC,1.0,0.3969595725607823,0.7142164198576485
250,2005-07-08,REP.MC,0.3969595725607823,1.0,0.3946109061613423
250,2005-07-08,BBVA.MC,0.7142164198576485,0.3946109061613423,1.0
250,2005-07-11,TEF.MC,1.0,0.3892892471829065,0.7173907622121567
250,2005-07-11,REP.MC,0.3892892471829065,1.0,0.3892871602826208
250,2005-07-11,BBVA.MC,0.7173907622121567,0.3892871602826208,1.0
250,2005-07-12,TEF.MC,1.0,0.3879432160531923,0.7152631771533701
250,2005-07-12,REP.MC,0.3879432160531923,1.0,0.3819777731998721
250,2005-07-12,BBVA.MC,0.7152631771533701,0.3819777731998721,1.0
250,2005-07-13,TEF.MC,1.0,0.3909269537927813,0.715672466018942
250,2005-07-13,REP.MC,0.3909269537927813,1.0,0.3854045714943288
250,2005-07-13,BBVA.MC,0.715672466018942,0.3854045714943288,1.0
250,2005-07-14,TEF.MC,1.0,0.41286847099431795,0.7116424314519117
250,2005-07-14,REP.MC,0.41286847099431795,1.0,0.40753268538571
250,2005-07-14,BBVA.MC,0.7116424314519117,0.40753268538571,1.0
250,2005-07-15,TEF.MC,1.0,0.41056387727415533,0.7106785603399786
250,2005-07-15,REP.MC,0.41056387727415533,1.0,0.4037749745088137
250,2005-07-15,BBVA.MC,0.7106785603399786,0.4037749745088137,1.0
250,2005-07-18,TEF.MC,1.0,0.4059362302170093,0.7105305822704028
250,2005-07-18,REP.MC,0.4059362302170093,1.0,0.40206803481243575
250,2005-07-18,BBVA.MC,0.7105305822704028,0.40206803481243575,1.0
250,2005-07-19,TEF.MC,1.0,0.4107753464431108,0.7088416036363553
250,2005-07-19,REP.MC,0.4107753464431108,1.0,0.41401854534162436
250,2005-07-19,BBVA.MC,0.7088416036363553,0.41401854534162436,1.0
250,2005-07-20,TEF.MC,1.0,0.4067769839192477,0.7078647390687053
250,2005-07-20,REP.MC,0.4067769839192477,1.0,0.41135006890299536
250,2005-07-20,BBVA.MC,0.7078647390687053,0.41135006890299536,1.0
250,2005-07-21,TEF.MC,1.0,0.4072717679137876,0.7069661623462606
250,2005-07-21,REP.MC,0.4072717679137876,1.0,0.41177240508230356
250,2005-07-21,BBVA.MC,0.7069661623462606,0.41177240508230356,1.0
250,2005-07-22,TEF.MC,1.0,0.38605654778084086,0.7012918787209824
250,2005-07-22,REP.MC,0.38605654778084086,1.0,0.40049936680713816
250,2005-07-22,BBVA.MC,0.7012918787209824,0.40049936680713816,1.0
250,2005-07-25,TEF.MC,1.0,0.3832976478823291,0.6968464801398231
250,2005-07-25,REP.MC,0.3832976478823291,1.0,0.389159521094345
250,2005-07-25,BBVA.MC,0.6968464801398231,0.389159521094345,1.0
250,2005-07-26,TEF.MC,1.0,0.38191685472787185,0.6817257263076433
250,2005-07-26,REP.MC,0.38191685472787185,1.0,0.38765413823339456
250,2005-07-26,BBVA.MC,0.6817257263076433,0.38765413823339456,1.0
250,2005-07-27,TEF.MC,1.0,0.37730374053684124,0.6825017180176496
250,2005-07-27,REP.MC,0.37730374053684124,1.0,0.38278422339162865
250,2005-07-27,BBVA.MC,0.6825017180176496,0.38278422339162865,1.0
250,2005-07-28,TEF.MC,1.0,0.3622556073404598,0.6807988011424103
250,2005-07-28,REP.MC,0.3622556073404598,1.0,0.3787758073556373
250,2005-07-28,BBVA.MC,0.6807988011424103,0.3787758073556373,1.0
250,2005-07-29,TEF.MC,1.0,0.35943997585371834,0.6799923667760538
250,2005-07-29,REP.MC,0.35943997585371834,1.0,0.37140767539801534
250,2005-07-29,BBVA.MC,0.6799923667760538,0.37140767539801534,1.0
250,2005-08-01,TEF.MC,1.0,0.36079965804469033,0.6806204827286609
250,2005-08-01,REP.MC,0.36079965804469033,1.0,0.3728217176136547
250,2005-08-01,BBVA.MC,0.6806204827286609,0.3728217176136547,1.0
250,2005-08-02,TEF.MC,1.0,0.3608997439854949,0.6776477835114395
250,2005-08-02,REP.MC,0.3608997439854949,1.0,0.3719965978421076
250,2005-08-02,BBVA.MC,0.6776477835114395,0.3719965978421076,1.0
250,2005-08-03,TEF.MC,1.0,0.3627318492878732,0.6710953583322924
250,2005-08-03,REP.MC,0.3627318492878732,1.0,0.37176575905903003
250,2005-08-03,BBVA.MC,0.6710953583322924,0.37176575905903003,1.0
250,2005-08-04,TEF.MC,1.0,0.3656849985614273,0.6742848381685861
250,2005-08-04,REP.MC,0.3656849985614273,1.0,0.37938276882774263
250,2005-08-04,BBVA.MC,0.6742848381685861,0.37938276882774263,1.0
250,2005-08-05,TEF.MC,1.0,0.3661404989317868,0.6732368994219732
250,2005-08-05,REP.MC,0.3661404989317868,1.0,0.37978488368815
250,2005-08-05,BBVA.MC,0.6732368994219732,0.37978488368815,1.0
250,2005-08-08,TEF.MC,1.0,0.36527642764387674,0.6699768567922866
250,2005-08-08,REP.MC,0.36527642764387674,1.0,0.3860505774888448
250,2005-08-08,BBVA.MC,0.6699768567922866,0.3860505774888448,1.0
250,2005-08-09,TEF.MC,1.0,0.3686852024483137,0.6710997066282801
250,2005-08-09,REP.MC,0.3686852024483137,1.0,0.38676626037650197
250,2005-08-09,BBVA.MC,0.6710997066282801,0.38676626037650197,1.0
250,2005-08-10,TEF.MC,1.0,0.3694698851630019,0.6745066571628906
250,2005-08-10,REP.MC,0.3694698851630019,1.0,0.38692010114419323
250,2005-08-10,BBVA.MC,0.6745066571628906,0.38692010114419323,1.0
250,2005-08-11,TEF.MC,1.0,0.3678566809515768,0.6711496095662469
250,2005-08-11,REP.MC,0.3678566809515768,1.0,0.3885677090897247
250,2005-08-11,BBVA.MC,0.6711496095662469,0.3885677090897247,1.0
250,2005-08-12,TEF.MC,1.0,0.37013297386555233,0.6712087412211822
250,2005-08-12,REP.MC,0.37013297386555233,1.0,0.39017143766363144
250,2005-08-12,BBVA.MC,0.6712087412211822,0.39017143766363144,1.0
250,2005-08-15,TEF.MC,1.0,0.3707860328365515,0.6711781721876254
250,2005-08-15,REP.MC,0.3707860328365515,1.0,0.3904506857443329
250,2005-08-15,BBVA.MC,0.6711781721876254,0.3904506857443329,1.0
250,2005-08-16,TEF.MC,1.0,0.3730775035728916,0.6725081196662714
250,2005-08-16,REP.MC,0.3730775035728916,1.0,0.39508172104284617
250,2005-08-16,BBVA.MC,0.6725081196662714,0.39508172104284617,1.0
250,2005-08-17,TEF.MC,1.0,0.3724536338811803,0.6729880051100038
250,2005-08-17,REP.MC,0.3724536338811803,1.0,0.39276074012101175
250,2005-08-17,BBVA.MC,0.6729880051100038,0.39276074012101175,1.0
250,2005-08-18,TEF.MC,1.0,0.3749317668859364,0.6764245005851918
250,2005-08-18,REP.MC,0.3749317668859364,1.0,0.39645664720123863
250,2005-08-18,BBVA.MC,0.6764245005851918,0.39645664720123863,1.0
250,2005-08-19,TEF.MC,1.0,0.3778953149903925,0.6761269324857064
250,2005-08-19,REP.MC,0.3778953149903925,1.0,0.3993966315839162
250,2005-08-19,BBVA.MC,0.6761269324857064,0.3993966315839162,1.0
250,2005-08-22,TEF.MC,1.0,0.3783475509760891,0.6764558635855713
250,2005-08-22,REP.MC,0.3783475509760891,1.0,0.3997860893431667
250,2005-08-22,BBVA.MC,0.6764558635855713,0.3997860893431667,1.0
250,2005-08-23,TEF.MC,1.0,0.38162584796446924,0.6775984854222425
250,2005-08-23,REP.MC,0.38162584796446924,1.0,0.40356601148045346
250,2005-08-23,BBVA.MC,0.6775984854222425,0.40356601148045346,1.0
250,2005-08-24,TEF.MC,1.0,0.38152143498264024,0.6783897002200866
250,2005-08-24,REP.MC,0.38152143498264024,1.0,0.40303600556893676
250,2005-08-24,BBVA.MC,0.6783897002200866,0.40303600556893676,1.0
250,2005-08-25,TEF.MC,1.0,0.38595961658444516,0.6788413828604417
250,2005-08-25,REP.MC,0.38595961658444516,1.0,0.4003247478290852
250,2005-08-25,BBVA.MC,0.6788413828604417,0.4003247478290852,1.0
250,2005-08-26,TEF.MC,1.0,0.39288012833488106,0.6818113287008345
250,2005-08-26,REP.MC,0.39288012833488106,1.0,0.4065618996487364
250,2005-08-26,BBVA.MC,0.6818113287008345,0.4065618996487364,1.0
250,2005-08-29,TEF.MC,1.0,0.4013047609621614,0.6761082257875125
250,2005-08-29,REP.MC,0.4013047609621614,1.0,0.4114240834849437
250,2005-08-29,BBVA.MC,0.6761082257875125,0.4114240834849437,1.0
250,2005-08-30,TEF.MC,1.0,0.39953726424414077,0.6765740892361399
250,2005-08-30,REP.MC,0.39953726424414077,1.0,0.40880529852543096
250,2005-08-30,BBVA.MC,0.6765740892361399,0.40880529852543096,1.0
250,2005-08-31,TEF.MC,1.0,0.39685077220901943,0.6777520015687089
250,2005-08-31,REP.MC,0.39685077220901943,1.0,0.4036129992374336
250,2005-08-31,BBVA.MC,0.6777520015687089,0.4036129992374336,1.0
250,2005-09-01,TEF.MC,1.0,0.400027141680636,0.679148841430682
250,2005-09-01,REP.MC,0.400027141680636,1.0,0.41118300886039916
250,2005-09-01,BBVA.MC,0.679148841430682,0.41118300886039916,1.0
250,2005-09-02,TEF.MC,1.0,0.39917461894548334,0.6783967434825808
250,2005-09-02,REP.MC,0.39917461894548334,1.0,0.4115938546130931
250,2005-09-02,BBVA.MC,0.6783967434825808,0.4115938546130931,1.0
250,2005-09-05,TEF.MC,1.0,0.3988375600733043,0.6788326905983707
250,2005-09-05,REP.MC,0.3988375600733043,1.0,0.4120504500619361
250,2005-09-05,BBVA.MC,0.6788326905983707,0.4120504500619361,1.0
250,2005-09-06,TEF.MC,1.0,0.40468019954926543,0.681210975508527
250,2005-09-06,REP.MC,0.40468019954926543,1.0,0.41735689357662753
250,2005-09-06,BBVA.MC,0.681210975508527,0.41735689357662753,1.0
250,2005-09-07,TEF.MC,1.0,0.4044191853796853,0.679420157129542
250,2005-09-07,REP.MC,0.4044191853796853,1.0,0.41613772168617513
250,2005-09-07,BBVA.MC,0.679420157129542,0.41613772168617513,1.0
250,2005-09-08,TEF.MC,1.0,0.4042141865068407,0.6792255336415526
250,2005-09-08,REP.MC,0.4042141865068407,1.0,0.4160942514846325
250,2005-09-08,BBVA.MC,0.6792255336415526,0.4160942514846325,1.0
250,2005-09-09,TEF.MC,1.0,0.4029384187939165,0.6788987553111776
250,2005-09-09,REP.MC,0.4029384187939165,1.0,0.41650926962691437
250,2005-09-09,BBVA.MC,0.6788987553111776,0.41650926962691437,1.0
250,2005-09-12,TEF.MC,1.0,0.3971656709199088,0.679721209273851
250,2005-09-12,REP.MC,0.3971656709199088,1.0,0.4092976383531712
250,2005-09-12,BBVA.MC,0.679721209273851,0.4092976383531712,1.0
250,2005-09-13,TEF.MC,1.0,0.40366454350909,0.6805916355675531
250,2005-09-13,REP.MC,0.40366454350909,1.0,0.4121764894429003
250,2005-09-13,BBVA.MC,0.6805916355675531,0.4121764894429003,1.0
250,2005-09-14,TEF.MC,1.0,0.40961839937654454,0.6826072939216979
250,2005-09-14,REP.MC,0.40961839937654454,1.0,0.41295970815167604
250,2005-09-14,BBVA.MC,0.6826072939216979,0.41295970815167604,1.0
250,2005-09-15,TEF.MC,1.0,0.4083449311213467,0.683232823651186
250,2005-09-15,REP.MC,0.4083449311213467,1.0,0.4125001686148782
250,2005-09-15,BBVA.MC,0.683232823651186,0.4125001686148782,1.0
250,2005-09-16,TEF.MC,1.0,0.39776555648765255,0.6714741837306889
250,2005-09-16,REP.MC,0.39776555648765255,1.0,0.4025920951465442
250,2005-09-16,BBVA.MC,0.6714741837306889,0.4025920951465442,1.0
250,2005-09-19,TEF.MC,1.0,0.40448233994967503,0.6701079401171564
250,2005-09-19,REP.MC,0.40448233994967503,1.0,0.42022648228601817
250,2005-09-19,BBVA.MC,0.6701079401171564,0.42022648228601817,1.0
250,2005-09-20,TEF.MC,1.0,0.40551368435946294,0.6731124358396788
250,2005-09-20,REP.MC,0.40551368435946294,1.0,0.4209807747553448
250,2005-09-20,BBVA.MC,0.6731124358396788,0.4209807747553448,1.0
250,2005-09-21,TEF.MC,1.0,0.4070421804303965,0.6787006857078766
250,2005-09-21,REP.MC,0.4070421804303965,1.0,0.42395280569172766
250,2005-09-21,BBVA.MC,0.6787006857078766,0.42395280569172766,1.0
250,2005-09-22,TEF.MC,1.0,0.3900054885117015,0.6818921541465022
250,2005-09-22,REP.MC,0.3900054885117015,1.0,0.419766621617263
250,2005-09-22,BBVA.MC,0.6818921541465022,0.419766621617263,1.0
250,2005-09-23,TEF.MC,1.0,0.38143671740846624,0.6817520644722876
250,2005-09-23,REP.MC,0.38143671740846624,1.0,0.41967126727954857
250,2005-09-23,BBVA.MC,0.6817520644722876,0.41967126727954857,1.0
250,2005-09-26,TEF.MC,1.0,0.3472221166232359,0.6850300831015039
250,2005-09-26,REP.MC,0.3472221166232359,1.0,0.3652198069541703
250,2005-09-26,BBVA.MC,0.6850300831015039,0.3652198069541703,1.0
250,2005-09-27,TEF.MC,1.0,0.34529471076924406,0.6849974949200276
250,2005-09-27,REP.MC,0.34529471076924406,1.0,0.36470970597485186
250,2005-09-27,BBVA.MC,0.6849974949200276,0.36470970597485186,1.0
250,2005-09-28,TEF.MC,1.0,0.34202910900837297,0.6862391685482967
250,2005-09-28,REP.MC,0.34202910900837297,1.0,0.35954302832556606
250,2005-09-28,BBVA.MC,0.6862391685482967,0.35954302832556606,1.0
250,2005-09-29,TEF.MC,1.0,0.33965901241981294,0.6861229881706613
250,2005-09-29,REP.MC,0.33965901241981294,1.0,0.3574263121968028
250,2005-09-29,BBVA.MC,0.6861229881706613,0.3574263121968028,1.0
250,2005-09-30,TEF.MC,1.0,0.33846728811185756,0.6858798777772619
250,2005-09-30,REP.MC,0.33846728811185756,1.0,0.353220216609823
250,2005-09-30,BBVA.MC,0.6858798777772619,0.353220216609823,1.0
250,2005-10-03,TEF.MC,1.0,0.33818530465610136,0.684995734894889
250,2005-10-03,REP.MC,0.33818530465610136,1.0,0.3565333953440007
250,2005-10-03,BBVA.MC,0.684995734894889,0.3565333953440007,1.0
250,2005-10-04,TEF.MC,1.0,0.3367723836971803,0.6809975354767939
250,2005-10-04,REP.MC,0.3367723836971803,1.0,0.3501785945594765
250,2005-10-04,BBVA.MC,0.6809975354767939,0.3501785945594765,1.0
250,2005-10-05,TEF.MC,1.0,0.3174356386414976,0.66545061565489
250,2005-10-05,REP.MC,0.3174356386414976,1.0,0.36620997044310655
250,2005-10-05,BBVA.MC,0.66545061565489,0.36620997044310655,1.0
250,2005-10-06,TEF.MC,1.0,0.29596777716721445,0.6522374374569389
250,2005-10-06,REP.MC,0.29596777716721445,1.0,0.3700777394667348
250,2005-10-06,BBVA.MC,0.6522374374569389,0.3700777394667348,1.0
250,2005-10-07,TEF.MC,1.0,0.2970362207368305,0.652961149102841
250,2005-10-07,REP.MC,0.2970362207368305,1.0,0.3699805551776704
250,2005-10-07,BBVA.MC,0.652961149102841,0.3699805551776704,1.0
250,2005-10-10,TEF.MC,1.0,0.28348906542848956,0.642853744060048
250,2005-10-10,REP.MC,0.28348906542848956,1.0,0.35988039491310053
250,2005-10-10,BBVA.MC,0.642853744060048,0.35988039491310053,1.0
250,2005-10-11,TEF.MC,1.0,0.2824592685833915,0.6430578158451099
250,2005-10-11,REP.MC,0.2824592685833915,1.0,0.36044886662920717
250,2005-10-11,BBVA.MC,0.6430578158451099,0.36044886662920717,1.0
250,2005-10-12,TEF.MC,1.0,0.2786249365864919,0.640373727578989
250,2005-10-12,REP.MC,0.2786249365864919,1.0,0.35832846428963255
250,2005-10-12,BBVA.MC,0.640373727578989,0.35832846428963255,1.0
250,2005-10-13,TEF.MC,1.0,0.2909902486215805,0.6339107032637817
250,2005-10-13,REP.MC,0.2909902486215805,1.0,0.38439713535621056
250,2005-10-13,BBVA.MC,0.6339107032637817,0.38439713535621056,1.0
250,2005-10-14,TEF.MC,1.0,0.2842363787966799,0.6360851149519972
250,2005-10-14,REP.MC,0.2842363787966799,1.0,0.3811521629544023
250,2005-10-14,BBVA.MC,0.6360851149519972,0.3811521629544023,1.0
250,2005-10-17,TEF.MC,1.0,0.28483167025226475,0.6361871565407421
250,2005-10-17,REP.MC,0.28483167025226475,1.0,0.3812637909235217
250,2005-10-17,BBVA.MC,0.6361871565407421,0.3812637909235217,1.0
250,2005-10-18,TEF.MC,1.0,0.287965843102605,0.6291704241856618
250,2005-10-18,REP.MC,0.287965843102605,1.0,0.38482842073170237
250,2005-10-18,BBVA.MC,0.6291704241856618,0.38482842073170237,1.0
250,2005-10-19,TEF.MC,1.0,0.2911028900202015,0.6309507825519762
250,2005-10-19,REP.MC,0.2911028900202015,1.0,0.3883571469492545
250,2005-10-19,BBVA.MC,0.6309507825519762,0.3883571469492545,1.0
250,2005-10-20,TEF.MC,1.0,0.2907251903104996,0.6310268545439155
250,2005-10-20,REP.MC,0.2907251903104996,1.0,0.3850306198612483
250,2005-10-20,BBVA.MC,0.6310268545439155,0.3850306198612483,1.0
250,2005-10-21,TEF.MC,1.0,0.2897048234679704,0.629234931795515
250,2005-10-21,REP.MC,0.2897048234679704,1.0,0.38703060236398784
250,2005-10-21,BBVA.MC,0.629234931795515,0.38703060236398784,1.0
250,2005-10-24,TEF.MC,1.0,0.29383874968211465,0.6305341984376057
250,2005-10-24,REP.MC,0.29383874968211465,1.0,0.39632635092156276
250,2005-10-24,BBVA.MC,0.6305341984376057,0.39632635092156276,1.0
250,2005-10-25,TEF.MC,1.0,0.2950549120846481,0.627258676802947
250,2005-10-25,REP.MC,0.2950549120846481,1.0,0.39494161732732364
250,2005-10-25,BBVA.MC,0.627258676802947,0.39494161732732364,1.0
250,2005-10-26,TEF.MC,1.0,0.2961577937017547,0.627703890099607
250,2005-10-26,REP.MC,0.2961577937017547,1.0,0.3964007136157373
250,2005-10-26,BBVA.MC,0.627703890099607,0.3964007136157373,1.0
250,2005-10-27,TEF.MC,1.0,0.3046008766128399,0.6327034832628351
250,2005-10-27,REP.MC,0.3046008766128399,1.0,0.41214089011225696
250,2005-10-27,BBVA.MC,0.6327034832628351,0.41214089011225696,1.0
250,2005-10-28,TEF.MC,1.0,0.3065513905852199,0.6305155745302528
250,2005-10-28,REP.MC,0.3065513905852199,1.0,0.4131363325684194
250,2005-10-28,BBVA.MC,0.6305155745302528,0.4131363325684194,1.0
250,2005-10-31,TEF.MC,1.0,0.26349634557879614,0.5771074484753832
250,2005-10-31,REP.MC,0.26349634557879614,1.0,0.43300109125537106
250,2005-10-31,BBVA.MC,0.5771074484753832,0.43300109125537106,1.0
250,2005-11-01,TEF.MC,1.0,0.26388059367726524,0.5712391273292287
250,2005-11-01,REP.MC,0.26388059367726524,1.0,0.4311955478580534
250,2005-11-01,BBVA.MC,0.5712391273292287,0.4311955478580534,1.0
250,2005-11-02,TEF.MC,1.0,0.25318484638091604,0.5532861433167605
250,2005-11-02,REP.MC,0.25318484638091604,1.0,0.4277460877403981
250,2005-11-02,BBVA.MC,0.5532861433167605,0.4277460877403981,1.0
250,2005-11-03,TEF.MC,1.0,0.24695760741695566,0.5365490648160293
250,2005-11-03,REP.MC,0.24695760741695566,1.0,0.43248858553164954
250,2005-11-03,BBVA.MC,0.5365490648160293,0.43248858553164954,1.0
250,2005-11-04,TEF.MC,1.0,0.24915698297535138,0.5359880448390067
250,2005-11-04,REP.MC,0.24915698297535138,1.0,0.4285564120505389
250,2005-11-04,BBVA.MC,0.5359880448390067,0.4285564120505389,1.0
250,2005-11-07,TEF.MC,1.0,0.24677362952130485,0.5359005157363677
250,2005-11-07,REP.MC,0.24677362952130485,1.0,0.4274906086700184
250,2005-11-07,BBVA.MC,0.5359005157363677,0.4274906086700184,1.0
250,2005-11-08,TEF.MC,1.0,0.2455603462500358,0.5358385411714234
250,2005-11-08,REP.MC,0.2455603462500358,1.0,0.42686301628361895
250,2005-11-08,BBVA.MC,0.5358385411714234,0.42686301628361895,1.0
250,2005-11-09,TEF.MC,1.0,0.24251770896426075,0.5339252062838804
250,2005-11-09,REP.MC,0.24251770896426075,1.0,0.4252370196645169
250,2005-11-09,BBVA.MC,0.5339252062838804,0.4252370196645169,1.0
250,2005-11-10,TEF.MC,1.0,0.24489677923465164,0.525636193136238
250,2005-11-10,REP.MC,0.24489677923465164,1.0,0.4027728921928932
250,2005-11-10,BBVA.MC,0.525636193136238,0.4027728921928932,1.0
250,2005-11-11,TEF.MC,1.0,0.24032703213835654,0.5175382822885106
250,2005-11-11,REP.MC,0.24032703213835654,1.0,0.40443890505692687
250,2005-11-11,BBVA.MC,0.5175382822885106,0.40443890505692687,1.0
250,2005-11-14,TEF.MC,1.0,0.24071625576747716,0.5183139831096293
250,2005-11-14,REP.MC,0.24071625576747716,1.0,0.40334893085037005
250,2005-11-14,BBVA.MC,0.5183139831096293,0.40334893085037005,1.0
250,2005-11-15,TEF.MC,1.0,0.24412686309399015,0.5096815351474271
250,2005-11-15,REP.MC,0.24412686309399015,1.0,0.4022505608888416
250,2005-11-15,BBVA.MC,0.5096815351474271,0.4022505608888416,1.0
250,2005-11-16,TEF.MC,1.0,0.2504373361902659,0.5156592845109449
250,2005-11-16,REP.MC,0.2504373361902659,1.0,0.4029886060001951
250,2005-11-16,BBVA.MC,0.5156592845109449,0.4029886060001951,1.0
250,2005-11-17,TEF.MC,1.0,0.2569352824570427,0.5097658401600117
250,2005-11-17,REP.MC,0.2569352824570427,1.0,0.41286730873920086
250,2005-11-17,BBVA.MC,0.5097658401600117,0.41286730873920086,1.0
250,2005-11-18,TEF.MC,1.0,0.2603649987062256,0.5084787236825331
250,2005-11-18,REP.MC,0.2603649987062256,1.0,0.4143718910637433
250,2005-11-18,BBVA.MC,0.5084787236825331,0.4143718910637433,1.0
250,2005-11-21,TEF.MC,1.0,0.24987483169754135,0.5072098052958148
250,2005-11-21,REP.MC,0.24987483169754135,1.0,0.4116439802756791
250,2005-11-21,BBVA.MC,0.5072098052958148,0.4116439802756791,1.0
250,2005-11-22,TEF.MC,1.0,0.2534083174669237,0.5092904600866448
250,2005-11-22,REP.MC,0.2534083174669237,1.0,0.4088825091394565
250,2005-11-22,BBVA.MC,0.5092904600866448,0.4088825091394565,1.0
250,2005-11-23,TEF.MC,1.0,0.25255606133000663,0.5128789417164844
250,2005-11-23,REP.MC,0.25255606133000663,1.0,0.4073495612638135
250,2005-11-23,BBVA.MC,0.5128789417164844,0.4073495612638135,1.0
250,2005-11-24,TEF.MC,1.0,0.2530216821596352,0.510860306174828
250,2005-11-24,REP.MC,0.2530216821596352,1.0,0.4075714480840062
250,2005-11-24,BBVA.MC,0.510860306174828,0.4075714480840062,1.0
250,2005-11-25,TEF.MC,1.0,0.25221053331650134,0.5131977790123391
250,2005-11-25,REP.MC,0.25221053331650134,1.0,0.4076675241560719
250,2005-11-25,BBVA.MC,0.5131977790123391,0.4076675241560719,1.0
250,2005-11-28,TEF.MC,1.0,0.2572038103266582,0.5092288425757928
250,2005-11-28,REP.MC,0.2572038103266582,1.0,0.40540758504791385
250,2005-11-28,BBVA.MC,0.5092288425757928,0.40540758504791385,1.0
250,2005-11-29,TEF.MC,1.0,0.2509673246543428,0.5059508412120527
250,2005-11-29,REP.MC,0.2509673246543428,1.0,0.40593761537095674
250,2005-11-29,BBVA.MC,0.5059508412120527,0.40593761537095674,1.0
250,2005-11-30,TEF.MC,1.0,0.2514690686107514,0.5049956417220007
250,2005-11-30,REP.MC,0.2514690686107514,1.0,0.4064209025437642
250,2005-11-30,BBVA.MC,0.5049956417220007,0.4064209025437642,1.0
250,2005-12-01,TEF.MC,1.0,0.2598501076184206,0.5102901086853263
250,2005-12-01,REP.MC,0.2598501076184206,1.0,0.4060283959936605
250,2005-12-01,BBVA.MC,0.5102901086853263,0.4060283959936605,1.0
250,2005-12-02,TEF.MC,1.0,0.25698543096309523,0.509657540093091
250,2005-12-02,REP.MC,0.25698543096309523,1.0,0.4039347826378955
250,2005-12-02,BBVA.MC,0.509657540093091,0.4039347826378955,1.0
250,2005-12-05,TEF.MC,1.0,0.2563926053552909,0.5133256946588278
250,2005-12-05,REP.MC,0.2563926053552909,1.0,0.3992833699587932
250,2005-12-05,BBVA.MC,0.5133256946588278,0.3992833699587932,1.0
250,2005-12-06,TEF.MC,1.0,0.2552777388279541,0.5134474283118714
250,2005-12-06,REP.MC,0.2552777388279541,1.0,0.39676397471416885
250,2005-12-06,BBVA.MC,0.5134474283118714,0.39676397471416885,1.0
250,2005-12-07,TEF.MC,1.0,0.25023942646749153,0.5116659964198513
250,2005-12-07,REP.MC,0.25023942646749153,1.0,0.3965304406967621
250,2005-12-07,BBVA.MC,0.5116659964198513,0.3965304406967621,1.0
250,2005-12-08,TEF.MC,1.0,0.24957697135530835,0.509657252671171
250,2005-12-08,REP.MC,0.24957697135530835,1.0,0.39652617791965983
250,2005-12-08,BBVA.MC,0.509657252671171,0.39652617791965983,1.0
250,2005-12-09,TEF.MC,1.0,0.24433481371200513,0.5099938596379965
250,2005-12-09,REP.MC,0.24433481371200513,1.0,0.39177387024920446
250,2005-12-09,BBVA.MC,0.5099938596379965,0.39177387024920446,1.0
250,2005-12-12,TEF.MC,1.0,0.24403406087101123,0.5106078767093336
250,2005-12-12,REP.MC,0.24403406087101123,1.0,0.3915073884941331
250,2005-12-12,BBVA.MC,0.5106078767093336,0.3915073884941331,1.0
250,2005-12-13,TEF.MC,1.0,0.24393270271634182,0.5101985620331304
250,2005-12-13,REP.MC,0.24393270271634182,1.0,0.3892916484450232
250,2005-12-13,BBVA.MC,0.5101985620331304,0.3892916484450232,1.0
250,2005-12-14,TEF.MC,1.0,0.24346250577123074,0.5072404166510557
250,2005-12-14,REP.MC,0.24346250577123074,1.0,0.38966446095975577
250,2005-12-14,BBVA.MC,0.5072404166510557,0.38966446095975577,1.0
