Time Window,Date,Avg Correl
10,2015-12-11,0.48370041255578144
10,2015-12-14,0.5191704194094936
10,2015-12-15,0.7051912804510962
10,2015-12-16,0.7085250889970891
10,2015-12-17,0.6996437865557664
10,2015-12-18,0.7201341922932251
10,2015-12-21,0.8300210626464037
10,2015-12-22,0.8303312035911639
10,2015-12-23,0.8527819238508101
10,2015-12-24,0.8594324801769483
10,2015-12-28,0.8571309479668121
10,2015-12-29,0.8125565815800556
10,2015-12-30,0.7918378820495914
10,2015-12-31,0.8173063563871671
10,2016-01-04,0.8147647850004843
10,2016-01-05,0.8116353682485965
10,2016-01-06,0.780902928226759
10,2016-01-07,0.7713256154893808
10,2016-01-08,0.6859664202807695
10,2016-01-11,0.604594033108961
10,2016-01-12,0.5776560481349993
10,2016-01-13,0.5238991950908668
10,2016-01-14,0.4591136369457775
10,2016-01-15,0.5289492341236544
10,2016-01-18,0.5115903850706378
10,2016-01-19,0.570357243586386
10,2016-01-20,0.673168257501338
10,2016-01-21,0.706154603684044
10,2016-01-22,0.7887604407232559
10,2016-01-25,0.7929245127987876
10,2016-01-26,0.8201945926256545
10,2016-01-27,0.7839475451907262
10,2016-01-28,0.7641606939228207
10,2016-01-29,0.7061833868133699
10,2016-02-01,0.6776786027144858
10,2016-02-02,0.7428481780931387
10,2016-02-03,0.7006025285171511
10,2016-02-04,0.6275044871332565
10,2016-02-05,0.47002633492634227
10,2016-02-08,0.5740767388580932
10,2016-02-09,0.5448015177301345
10,2016-02-10,0.5971851830509424
10,2016-02-11,0.7213829356395453
10,2016-02-12,0.7065812439163845
10,2016-02-15,0.7636339546984154
10,2016-02-16,0.7555467107936659
10,2016-02-17,0.7723349911573156
10,2016-02-18,0.755987907961256
10,2016-02-19,0.7886517640252044
10,2016-02-22,0.7691237499603992
10,2016-02-23,0.7851036732867736
10,2016-02-24,0.8254374540220394
10,2016-02-25,0.7671084783442276
10,2016-02-26,0.7123854083764491
10,2016-02-29,0.706941080381562
10,2016-03-01,0.698315965769
10,2016-03-02,0.6208550480377333
10,2016-03-03,0.6752157618181865
10,2016-03-04,0.6693839160804884
10,2016-03-07,0.6386742001939348
10,2016-03-08,0.547683029317101
10,2016-03-09,0.20377078041759644
10,2016-03-10,0.12166929955441329
10,2016-03-11,0.2981120299345109
10,2016-03-14,0.3005302588543169
10,2016-03-15,0.3017229593524435
10,2016-03-16,0.3300081438248162
10,2016-03-17,0.34446024777503026
10,2016-03-18,0.3446113637339658
10,2016-03-21,0.37580017599383536
10,2016-03-22,0.35822298682426124
10,2016-03-23,0.36202426842461455
10,2016-03-24,0.5235911506348229
10,2016-03-29,0.35640025792364455
10,2016-03-30,0.3592298870114855
10,2016-03-31,0.4820106086359271
10,2016-04-01,0.559882921336482
10,2016-04-04,0.5730511430342661
10,2016-04-05,0.6861156606437903
10,2016-04-06,0.7077480057851245
10,2016-04-07,0.6973813607154907
10,2016-04-08,0.7891596072324314
10,2016-04-11,0.7728232910851679
10,2016-04-12,0.8097030151366492
10,2016-04-13,0.8268098158750318
10,2016-04-14,0.8195273714375944
10,2016-04-15,0.7897301635498292
10,2016-04-18,0.7764248096923215
10,2016-04-19,0.6153112766837305
10,2016-04-20,0.6209912775627776
10,2016-04-21,0.49287319077540015
10,2016-04-22,0.4712673455316493
10,2016-04-25,0.5700918504740788
10,2016-04-26,0.549552032173683
10,2016-04-27,0.4977292320008899
10,2016-04-28,0.42876424431786436
10,2016-04-29,0.6358273344803138
10,2016-05-02,0.6061863975583689
10,2016-05-03,0.7049080900434849
10,2016-05-04,0.6365765066629888
10,2016-05-05,0.6585744647177622
10,2016-05-06,0.6690288062606363
10,2016-05-09,0.5961984625577774
10,2016-05-10,0.6439980027302522
10,2016-05-11,0.5957537468466454
10,2016-05-12,0.7053277636467302
10,2016-05-13,0.6846766927768175
10,2016-05-16,0.7025352161047018
10,2016-05-17,0.4921151015522733
10,2016-05-18,0.40702165701668125
10,2016-05-19,0.39798890115830243
10,2016-05-20,0.44406821326507107
10,2016-05-23,0.5688559997221144
10,2016-05-24,0.6017988605910386
10,2016-05-25,0.5025456476907366
10,2016-05-26,0.5234378659381373
10,2016-05-27,0.5084143537727338
10,2016-05-30,0.5087245248021334
10,2016-05-31,0.5854722178640401
10,2016-06-01,0.6340046104367745
10,2016-06-02,0.7120700864157369
10,2016-06-03,0.7261323739460276
10,2016-06-06,0.6768936973858662
10,2016-06-07,0.5483866166144392
10,2016-06-08,0.5883632428745026
10,2016-06-09,0.5928045162972266
10,2016-06-10,0.7600033301854373
10,2016-06-13,0.7645689544007084
10,2016-06-14,0.8196455742716561
10,2016-06-15,0.7728930424109228
10,2016-06-16,0.7687866761600648
10,2016-06-17,0.7143401315609185
10,2016-06-20,0.7869704248027151
10,2016-06-21,0.7854797422679506
10,2016-06-22,0.7951513736486884
10,2016-06-23,0.8075760817423778
10,2016-06-24,0.9245637350795571
10,2016-06-27,0.9010451839370569
10,2016-06-28,0.903232564533812
10,2016-06-29,0.9271678993709148
10,2016-06-30,0.925827241794605
10,2016-07-01,0.9417257116237356
10,2016-07-04,0.9398547580894967
10,2016-07-05,0.9379230016521406
10,2016-07-06,0.9375898505960966
10,2016-07-07,0.9430272493961511
10,2016-07-08,0.7690757583921517
10,2016-07-11,0.7959217114871631
10,2016-07-12,0.7464216995426234
10,2016-07-13,0.6612823100826021
10,2016-07-14,0.6681213590940202
10,2016-07-15,0.6856874831659157
10,2016-07-18,0.6727292864586684
10,2016-07-19,0.5610286134484982
10,2016-07-20,0.47572051611839555
10,2016-07-21,0.45814127710736335
10,2016-07-22,0.3841470506250301
10,2016-07-25,0.39792227495904803
10,2016-07-26,0.29556796628029774
10,2016-07-27,0.3084214396785125
10,2016-07-28,0.526118832933673
10,2016-07-29,0.5515630266450829
10,2016-08-01,0.5262589360243706
10,2016-08-02,0.6317971361419139
10,2016-08-03,0.6166691965792733
10,2016-08-04,0.7095368462312127
10,2016-08-05,0.7137084656053592
10,2016-08-08,0.7254078125685625
10,2016-08-09,0.7463428651288667
10,2016-08-10,0.7685444043305518
10,2016-08-11,0.7241436198683481
10,2016-08-12,0.7427415896174338
10,2016-08-15,0.7735819246793783
10,2016-08-16,0.6408530123390119
10,2016-08-17,0.7143941028681311
10,2016-08-18,0.6778403584637084
10,2016-08-19,0.641107452136223
10,2016-08-22,0.6495963784897714
10,2016-08-23,0.6535302547798626
10,2016-08-24,0.6133475349672427
10,2016-08-25,0.6019171772733843
10,2016-08-26,0.6268329396411677
10,2016-08-29,0.6345551732643816
10,2016-08-30,0.7356284626280122
10,2016-08-31,0.6385882574236793
10,2016-09-01,0.6430557012668364
10,2016-09-02,0.5863051351489663
10,2016-09-05,0.5257538010437999
10,2016-09-06,0.613635456425812
10,2016-09-07,0.7166488285770264
10,2016-09-08,0.5927993989556511
10,2016-09-09,0.6664618036516039
10,2016-09-12,0.7299622476976582
10,2016-09-13,0.7592010489287342
10,2016-09-14,0.7709213080587881
10,2016-09-15,0.7618259816789279
10,2016-09-16,0.6692270689642064
10,2016-09-19,0.7044046318992908
10,2016-09-20,0.6984935092292441
10,2016-09-21,0.49086595186621274
10,2016-09-22,0.6776701643793892
10,2016-09-23,0.6613153241015676
10,2016-09-26,0.6308472681430473
10,2016-09-27,0.5636315680343652
10,2016-09-28,0.5747291127415598
10,2016-09-29,0.5586347406899039
10,2016-09-30,0.5211302305860497
10,2016-10-03,0.49622544891247955
10,2016-10-04,0.49517276851892617
10,2016-10-05,0.5397099263136921
10,2016-10-06,0.37724381377469013
10,2016-10-07,0.4121190732357593
10,2016-10-10,0.4288332529866084
10,2016-10-11,0.3690495185964067
10,2016-10-12,0.3586567781745881
10,2016-10-13,0.30893254722281455
10,2016-10-14,0.45853105188349763
10,2016-10-17,0.48394899568617067
10,2016-10-18,0.5597481044190042
10,2016-10-19,0.6089917884407614
10,2016-10-20,0.6330123616768549
10,2016-10-21,0.5742991962839354
10,2016-10-24,0.5590142050645668
10,2016-10-25,0.6224252603271664
10,2016-10-26,0.6192632540763358
10,2016-10-27,0.5755725555268586
10,2016-10-28,0.5255351414659093
10,2016-10-31,0.5154330941848821
10,2016-11-01,0.5491699168727103
10,2016-11-02,0.6378433962807101
10,2016-11-03,0.4901098068668347
10,2016-11-04,0.5287359653190575
10,2016-11-07,0.6520140680855675
10,2016-11-08,0.6620104369635926
10,2016-11-09,0.5192776211109332
10,2016-11-10,0.5249634192754032
10,2016-11-11,0.49750090384790385
10,2016-11-14,0.515888785982082
10,2016-11-15,0.5735164967447663
10,2016-11-16,0.5338783480529343
10,2016-11-17,0.5542366026429899
10,2016-11-18,0.5666802285076105
10,2016-11-21,0.5095754469942059
10,2016-11-22,0.5031010490078122
10,2016-11-23,0.6092837686602441
10,2016-11-24,0.575469636578479
10,2016-11-25,0.46122051834588695
10,2016-11-28,0.5221510282704259
10,2016-11-29,0.4882116477914351
10,2016-11-30,0.35936704988439494
10,2016-12-01,0.24212428782531115
10,2016-12-02,0.15104261254950763
10,2016-12-05,0.18337725714404038
10,2016-12-06,0.34819624290187207
10,2016-12-07,0.2962842567624423
10,2016-12-08,0.26701925378534824
10,2016-12-09,0.26898059874450375
10,2016-12-12,0.21916140287849326
10,2016-12-13,0.23925555609865617
10,2016-12-14,0.3590596070868773
10,2016-12-15,0.4130877687893137
10,2016-12-16,0.3146950702423072
10,2016-12-19,0.3818618039067995
10,2016-12-20,0.3669782264686814
10,2016-12-21,0.4190842372958156
10,2016-12-22,0.5207652068095182
10,2016-12-23,0.5784010868544536
10,2016-12-27,0.5899021574530755
10,2016-12-28,0.5434704617554991
10,2016-12-29,0.45636395146039826
10,2016-12-30,0.4199775199003462
10,2017-01-02,0.4875556574858718
10,2017-01-03,0.20622545993197686
10,2017-01-04,0.14394035179407405
10,2017-01-05,0.04292658768133926
10,2017-01-06,0.03917506460668904
10,2017-01-09,0.00032628022514353074
10,2017-01-10,0.020303658390582836
10,2017-01-11,-0.017160021316733522
10,2017-01-12,0.01001137427955688
10,2017-01-13,0.09812377121901976
10,2017-01-16,0.2381815803625738
10,2017-01-17,0.28975736442985683
10,2017-01-18,0.2876141286807375
10,2017-01-19,0.39207166887366846
10,2017-01-20,0.39159347706948555
10,2017-01-23,0.45370078876443354
10,2017-01-24,0.4834614815613248
10,2017-01-25,0.5833216297889549
10,2017-01-26,0.6464617399552934
10,2017-01-27,0.5808541704778402
10,2017-01-30,0.5823979727340277
10,2017-01-31,0.5575222767052338
10,2017-02-01,0.5385025957016115
10,2017-02-02,0.5263853192051273
10,2017-02-03,0.5923089895469107
10,2017-02-06,0.6229326476386144
10,2017-02-07,0.505427979779787
10,2017-02-08,0.3821411458967013
10,2017-02-09,0.49193092459417076
10,2017-02-10,0.5078752256099169
10,2017-02-13,0.5014786519192269
10,2017-02-14,0.3973049612014679
10,2017-02-15,0.38888558015077473
10,2017-02-16,0.42642808900247464
10,2017-02-17,0.46566266700490233
10,2017-02-20,0.4197297015340182
10,2017-02-21,0.5088705954513167
10,2017-02-22,0.604684697446052
10,2017-02-23,0.4706819833159342
10,2017-02-24,0.46344529445936633
10,2017-02-27,0.36116606277868735
10,2017-02-28,0.4103480806098354
10,2017-03-01,0.5319330610966889
10,2017-03-02,0.5224896497489643
10,2017-03-03,0.46121406625655764
10,2017-03-06,0.4573547577351694
10,2017-03-07,0.4743052247758141
10,2017-03-08,0.3519963011599617
10,2017-03-09,0.3406714550372857
10,2017-03-10,0.3336239477849529
10,2017-03-13,0.3416097903441821
10,2017-03-14,0.3962584357742172
10,2017-03-15,0.27576215241611346
10,2017-03-16,0.39630559259225107
10,2017-03-17,0.404753726009447
10,2017-03-20,0.4276569411416261
10,2017-03-21,0.423153573668842
10,2017-03-22,0.41540448941838926
10,2017-03-23,0.4411790162958757
10,2017-03-24,0.5748920552535116
10,2017-03-27,0.5261749861294809
10,2017-03-28,0.4812827326865296
10,2017-03-29,0.4885288259448414
10,2017-03-30,0.2639524226937259
10,2017-03-31,0.221698066873675
10,2017-04-03,0.41302585474117376
10,2017-04-04,0.45975198750330276
10,2017-04-05,0.44508134834711294
10,2017-04-06,0.5375337493935354
10,2017-04-07,0.49861747025444625
10,2017-04-10,0.6007542082276768
10,2017-04-11,0.6279207176001032
10,2017-04-12,0.6582142103790178
10,2017-04-13,0.6597944382125912
10,2017-04-18,0.6866050233908507
10,2017-04-19,0.44377673661085293
10,2017-04-20,0.3711307539698751
10,2017-04-21,0.36621609983034126
10,2017-04-24,0.7317470278478013
10,2017-04-25,0.7222821769258564
10,2017-04-26,0.7081910090202371
10,2017-04-27,0.6577109139729652
10,2017-04-28,0.6497842319999976
10,2017-05-02,0.6821930222048734
10,2017-05-03,0.6646421069453735
10,2017-05-04,0.6824380160484079
10,2017-05-05,0.7042279568071413
10,2017-05-08,0.7086692679703263
10,2017-05-09,0.31118753197330146
10,2017-05-10,0.343154250181849
10,2017-05-11,0.48871463493904443
10,2017-05-12,0.49476468635698306
10,2017-05-15,0.4925831749053758
10,2017-05-16,0.4562880421864888
10,2017-05-17,0.5815494895165928
10,2017-05-18,0.600000832638952
10,2017-05-19,0.6181684783202386
10,2017-05-22,0.6000455672575691
10,2017-05-23,0.6334670019324083
10,2017-05-24,0.6123609729480423
10,2017-05-25,0.5315975632277893
10,2017-05-26,0.5176508555329078
10,2017-05-29,0.5328240991452824
10,2017-05-30,0.49873071663632235
10,2017-05-31,0.33981546612556573
10,2017-06-01,0.2839116095144754
10,2017-06-02,0.14364160594035622
10,2017-06-05,0.17149135452688316
10,2017-06-06,-0.0003138900028933023
10,2017-06-07,0.017926431831388822
10,2017-06-08,0.017611697659779966
10,2017-06-09,0.0014648548883402575
10,2017-06-12,0.13663258438664733
10,2017-06-13,0.1857823353558321
10,2017-06-14,0.33183288858525833
10,2017-06-15,0.3393882316541993
10,2017-06-16,0.3855744923708333
10,2017-06-19,0.4150953723041527
10,2017-06-20,0.45931026353362164
10,2017-06-21,0.5148868695730612
10,2017-06-22,0.5274161749844349
10,2017-06-23,0.5424010599453835
10,2017-06-26,0.6179765025432032
10,2017-06-27,0.5279348156637481
10,2017-06-28,0.42339977471282314
10,2017-06-29,0.46799768823380095
10,2017-06-30,0.46350653341825865
10,2017-07-03,0.5643738992566313
10,2017-07-04,0.5566591404446143
10,2017-07-05,0.5174210661764866
10,2017-07-06,0.516673424795911
10,2017-07-07,0.47895044098046197
10,2017-07-10,0.4413626024068267
10,2017-07-11,0.4938387911635252
10,2017-07-12,0.5808558091709696
10,2017-07-13,0.5407392278154686
10,2017-07-14,0.47636986787366276
10,2017-07-17,0.3675432928916397
10,2017-07-18,0.43328590107188525
10,2017-07-19,0.4631418708100123
10,2017-07-20,0.45096506961222094
10,2017-07-21,0.5810179868759627
10,2017-07-24,0.5375659313278579
10,2017-07-25,0.47909492881883503
10,2017-07-26,0.4484450682646732
10,2017-07-27,0.3727772044336847
10,2017-07-28,0.38484080479396165
10,2017-07-31,0.40633423499740756
10,2017-08-01,0.4290267422883847
10,2017-08-02,0.4778138344622971
10,2017-08-03,0.5250878450187583
10,2017-08-04,0.3515261824631258
10,2017-08-07,0.4254415202200495
10,2017-08-08,0.5719380265158063
10,2017-08-09,0.7229792444422984
10,2017-08-10,0.8123714273811686
10,2017-08-11,0.876659638119156
10,2017-08-14,0.8860053454065103
10,2017-08-15,0.8645586571187314
10,2017-08-16,0.8671267225609073
10,2017-08-17,0.8475592757555724
10,2017-08-18,0.8314045037588341
10,2017-08-21,0.8165604043628398
10,2017-08-22,0.8056720040298163
10,2017-08-23,0.7862234329843895
10,2017-08-24,0.7398069121869327
10,2017-08-25,0.6438640916136461
10,2017-08-28,0.465279476763335
10,2017-08-29,0.4481858241379507
10,2017-08-30,0.31725579699036344
10,2017-08-31,0.3718932592254892
10,2017-09-01,0.38946952057497264
10,2017-09-04,0.4347237670099593
10,2017-09-05,0.2449161060582308
10,2017-09-06,0.2097125454937445
10,2017-09-07,0.17363366007888778
10,2017-09-08,0.13304082356816202
10,2017-09-11,0.3882601700213012
10,2017-09-12,0.3402973298295501
10,2017-09-13,0.3462864642255069
10,2017-09-14,0.3933018647768056
10,2017-09-15,0.37158852735525294
10,2017-09-18,0.3093120224053631
10,2017-09-19,0.40471248111950714
10,2017-09-20,0.42424060269259145
10,2017-09-21,0.41969108267948435
10,2017-09-22,0.4501701396188036
10,2017-09-25,0.10428102591167304
10,2017-09-26,0.10982808717787328
10,2017-09-27,0.12837447466563995
10,2017-09-28,0.1810143133690758
10,2017-09-29,0.271106914055359
10,2017-10-02,0.36455664466053794
10,2017-10-03,0.31297947295742756
10,2017-10-04,0.6570093078356197
10,2017-10-05,0.7841244131508806
10,2017-10-06,0.78151972525891
10,2017-10-09,0.7941558684823976
10,2017-10-10,0.7687112509883077
10,2017-10-11,0.8297853813108167
10,2017-10-12,0.8527279307033464
10,2017-10-13,0.8393038596313375
10,2017-10-16,0.8166512543992914
10,2017-10-17,0.8173535900690758
10,2017-10-18,0.6615486683927593
10,2017-10-19,0.44262388138859976
10,2017-10-20,0.45821951963187824
10,2017-10-23,0.4847014649092156
10,2017-10-24,0.43905166564110093
10,2017-10-25,0.21661326330771613
10,2017-10-26,0.39534226395814875
10,2017-10-27,0.42573114247620225
10,2017-10-30,0.6331177752947101
10,2017-10-31,0.6373242035561397
10,2017-11-01,0.6322369971777875
10,2017-11-02,0.6292411949635043
10,2017-11-03,0.6588039726482238
10,2017-11-06,0.6791563368095953
10,2017-11-07,0.6753441234539779
10,2017-11-08,0.700369318412984
10,2017-11-09,0.7398318424457799
10,2017-11-10,0.7685802207224871
10,2017-11-13,0.3853427151124064
10,2017-11-14,0.16135095315759942
10,2017-11-15,0.1267302344850845
10,2017-11-16,0.2063014817811116
10,2017-11-17,0.18628811845454735
10,2017-11-20,0.2277667324571035
10,2017-11-21,0.22638873539722743
10,2017-11-22,0.2676406302427789
10,2017-11-23,0.26826713418785564
10,2017-11-24,0.26484816304604375
10,2017-11-27,0.20520911282036675
10,2017-11-28,0.25565915463753314
10,2017-11-29,0.36445427658870255
10,2017-11-30,0.44816813412903234
10,2017-12-01,0.4964350393824687
10,2017-12-04,0.5402388050755274
10,2017-12-05,0.5194909791322089
10,2017-12-06,0.480733488483702
10,2017-12-07,0.4830445766497996
10,2017-12-08,0.4787502444096042
10,2017-12-11,0.517217426216183
10,2017-12-12,0.4926300155831639
10,2017-12-13,0.33764921891514205
10,2017-12-14,0.372604385628142
10,2017-12-15,0.257603796446709
10,2017-12-18,0.2432067352562771
10,2017-12-19,0.24428633831375404
10,2017-12-20,0.29465531007239765
10,2017-12-21,0.29678746069475265
10,2017-12-22,0.3503455891148524
10,2017-12-27,0.35415853139042136
10,2017-12-28,0.3737412941795002
10,2017-12-29,0.45365103822609393
10,2018-01-02,0.40339768996497344
10,2018-01-03,0.4969414964275451
10,2018-01-04,0.6298236359253402
10,2018-01-05,0.640568713803182
10,2018-01-08,0.6440212813338552
10,2018-01-09,0.6531686773493958
10,2018-01-10,0.4661313236843255
10,2018-01-11,0.4267094408546567
10,2018-01-12,0.373130180898716
10,2018-01-15,0.31371999478627405
10,2018-01-16,0.306808721149485
10,2018-01-17,0.3816132249397532
10,2018-01-18,0.07498358812924835
10,2018-01-19,-0.004943263759675272
10,2018-01-22,0.15226839678216184
10,2018-01-23,0.14104196511538034
10,2018-01-24,0.2409535706295659
10,2018-01-25,0.24791417610738103
10,2018-01-26,0.2245930425858975
10,2018-01-29,0.22750682428635446
10,2018-01-30,0.40974780575560327
10,2018-01-31,0.39251505567496725
10,2018-02-01,0.33904925395256613
10,2018-02-02,0.5425773104026645
10,2018-02-05,0.49697283261628555
10,2018-02-06,0.6583332211096131
10,2018-02-07,0.7511462329072995
10,2018-02-08,0.7735533717336035
10,2018-02-09,0.7707156010795974
10,2018-02-12,0.8176114633296995
10,2018-02-13,0.8241121974041776
10,2018-02-14,0.8142939598327346
10,2018-02-15,0.8640549904968672
10,2018-02-16,0.9029464194344055
10,2018-02-19,0.8920121790882151
10,2018-02-20,0.8472129989441214
10,2018-02-21,0.7892242411408484
10,2018-02-22,0.6769920626245853
10,2018-02-23,0.5012959101012918
10,2018-02-26,0.4932444249541309
10,2018-02-27,0.4039902023441418
10,2018-02-28,0.2890047462153458
10,2018-03-01,0.35963363134544873
10,2018-03-02,0.43721489015445536
10,2018-03-05,0.4563310511028817
10,2018-03-06,0.4026462300409242
10,2018-03-07,0.4116939636408141
10,2018-03-08,0.4249734591756376
10,2018-03-09,0.603599606451562
10,2018-03-12,0.5717025952491788
10,2018-03-13,0.5747382115380866
10,2018-03-14,0.5116963488074228
10,2018-03-15,0.4817855127219158
10,2018-03-16,0.21269960281106987
10,2018-03-19,0.27731482144360625
10,2018-03-20,0.2477249978270398
10,2018-03-21,0.24237396194366104
10,2018-03-22,0.38673492231741413
10,2018-03-23,0.3782527064840371
10,2018-03-26,0.3368898823477792
10,2018-03-27,0.4236185059672748
10,2018-03-28,0.47374273129886973
10,2018-03-29,0.4538861688417505
10,2018-04-03,0.39496751206770864
10,2018-04-04,0.39429706184698826
10,2018-04-05,0.5809582712539922
10,2018-04-06,0.6014927705448129
10,2018-04-09,0.4846501265243596
10,2018-04-10,0.3854341883552277
10,2018-04-11,0.3851516241411583
10,2018-04-12,0.374329876432497
10,2018-04-13,0.3576650770547573
10,2018-04-16,0.3791751618530061
10,2018-04-17,0.37378704105567895
